Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_name,SRA Study,tissue
SRR1313190,RNA-Seq,100,6049026000,PRJNA251383,SAMN02821040,4238377533,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559841,GSM1401776,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T13:15:00Z,1,GSM1401776,Uninvolved Breast Tissue Adjacent to ER+ Primary Tumor,SRP042620,Uninvolved Breast Tissue Adjacent to ER+ Primary Tumor
SRR1313191,RNA-Seq,100,6015515900,PRJNA251383,SAMN02821042,4207303379,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559842,GSM1401777,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T13:12:00Z,1,GSM1401777,Uninvolved Breast Tissue Adjacent to ER+ Primary Tumor,SRP042620,Uninvolved Breast Tissue Adjacent to ER+ Primary Tumor
SRR1313192,RNA-Seq,100,6051522600,PRJNA251383,SAMN02821041,4146232565,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559843,GSM1401778,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T13:12:00Z,1,GSM1401778,Uninvolved Breast Tissue Adjacent to ER+ Primary Tumor,SRP042620,Uninvolved Breast Tissue Adjacent to ER+ Primary Tumor
SRR1313193,RNA-Seq,100,6233135100,PRJNA251383,SAMN02821044,4350752067,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559844,GSM1401779,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T13:13:00Z,1,GSM1401779,Uninvolved Breast Tissue Adjacent to ER+ Primary Tumor,SRP042620,Uninvolved Breast Tissue Adjacent to ER+ Primary Tumor
SRR1313194,RNA-Seq,100,5296705700,PRJNA251383,SAMN02821043,3694223574,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559845,GSM1401780,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T13:16:00Z,1,GSM1401780,Uninvolved Breast Tissue Adjacent to ER+ Primary Tumor,SRP042620,Uninvolved Breast Tissue Adjacent to ER+ Primary Tumor
SRR1313195,RNA-Seq,100,6833149200,PRJNA251383,SAMN02821055,4904697314,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559846,GSM1401781,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T13:17:00Z,1,GSM1401781,Uninvolved Breast Tissue Adjacent to ER+ Primary Tumor,SRP042620,Uninvolved Breast Tissue Adjacent to ER+ Primary Tumor
SRR1313196,RNA-Seq,100,6813228400,PRJNA251383,SAMN02821045,4818032906,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559847,GSM1401782,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T13:21:00Z,1,GSM1401782,Uninvolved Breast Tissue Adjacent to ER+ Primary Tumor,SRP042620,Uninvolved Breast Tissue Adjacent to ER+ Primary Tumor
SRR1313197,RNA-Seq,100,5969901800,PRJNA251383,SAMN02821052,4193802295,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559848,GSM1401783,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T13:21:00Z,1,GSM1401783,Uninvolved Breast Tissue Adjacent to ER+ Primary Tumor,SRP042620,Uninvolved Breast Tissue Adjacent to ER+ Primary Tumor
SRR1313198,RNA-Seq,100,5517003100,PRJNA251383,SAMN02821054,3684394700,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559849,GSM1401784,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T13:24:00Z,1,GSM1401784,Uninvolved Breast Tissue Adjacent to ER+ Primary Tumor,SRP042620,Uninvolved Breast Tissue Adjacent to ER+ Primary Tumor
SRR1313199,RNA-Seq,100,5858030300,PRJNA251383,SAMN02821046,3952022159,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559850,GSM1401785,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T13:29:00Z,1,GSM1401785,Uninvolved Breast Tissue Adjacent to ER+ Primary Tumor,SRP042620,Uninvolved Breast Tissue Adjacent to ER+ Primary Tumor
SRR1313200,RNA-Seq,100,4866186900,PRJNA251383,SAMN02821051,3268184157,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559851,GSM1401786,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T13:38:00Z,1,GSM1401786,Uninvolved Breast Tissue Adjacent to ER+ Primary Tumor,SRP042620,Uninvolved Breast Tissue Adjacent to ER+ Primary Tumor
SRR1313201,RNA-Seq,100,5582482300,PRJNA251383,SAMN02821056,3756872999,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559852,GSM1401787,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T13:40:00Z,1,GSM1401787,Uninvolved Breast Tissue Adjacent to ER+ Primary Tumor,SRP042620,Uninvolved Breast Tissue Adjacent to ER+ Primary Tumor
SRR1313202,RNA-Seq,100,9630899300,PRJNA251383,SAMN02821047,6510108578,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559853,GSM1401788,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T13:42:00Z,1,GSM1401788,Uninvolved Breast Tissue Adjacent to ER+ Primary Tumor,SRP042620,Uninvolved Breast Tissue Adjacent to ER+ Primary Tumor
SRR1313203,RNA-Seq,100,7577153400,PRJNA251383,SAMN02821057,5493604473,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559854,GSM1401789,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T13:45:00Z,1,GSM1401789,Uninvolved Breast Tissue Adjacent to ER+ Primary Tumor,SRP042620,Uninvolved Breast Tissue Adjacent to ER+ Primary Tumor
SRR1313204,RNA-Seq,100,7466903000,PRJNA251383,SAMN02821058,5142581734,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559855,GSM1401790,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T13:38:00Z,1,GSM1401790,Reduction Mammoplasty - No known cancer,SRP042620,Reduction Mammoplasty - No known cancer
SRR1313205,RNA-Seq,100,7233969000,PRJNA251383,SAMN02821048,4981482689,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559856,GSM1401791,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T13:38:00Z,1,GSM1401791,Reduction Mammoplasty - No known cancer,SRP042620,Reduction Mammoplasty - No known cancer
SRR1313206,RNA-Seq,100,8085532100,PRJNA251383,SAMN02821065,5598820255,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559857,GSM1401792,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T15:02:00Z,1,GSM1401792,Reduction Mammoplasty - No known cancer,SRP042620,Reduction Mammoplasty - No known cancer
SRR1313207,RNA-Seq,100,7316947100,PRJNA251383,SAMN02820998,5047918177,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559858,GSM1401793,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T13:39:00Z,1,GSM1401793,Reduction Mammoplasty - No known cancer,SRP042620,Reduction Mammoplasty - No known cancer
SRR1313208,RNA-Seq,100,7710051000,PRJNA251383,SAMN02821019,5298793345,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559859,GSM1401794,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T13:38:00Z,1,GSM1401794,Reduction Mammoplasty - No known cancer,SRP042620,Reduction Mammoplasty - No known cancer
SRR1313209,RNA-Seq,100,9092753700,PRJNA251383,SAMN02821005,6332364490,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559860,GSM1401795,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T14:28:00Z,1,GSM1401795,Uninvolved Breast Tissue Adjacent to TNBC Primary Tumor,SRP042620,Uninvolved Breast Tissue Adjacent to TNBC Primary Tumor
SRR1313210,RNA-Seq,100,9503362200,PRJNA251383,SAMN02820999,6520176221,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559861,GSM1401796,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T14:42:00Z,1,GSM1401796,Uninvolved Breast Tissue Adjacent to TNBC Primary Tumor,SRP042620,Uninvolved Breast Tissue Adjacent to TNBC Primary Tumor
SRR1313211,RNA-Seq,100,5788482500,PRJNA251383,SAMN02821014,3965887097,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559862,GSM1401797,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T14:23:00Z,1,GSM1401797,Uninvolved Breast Tissue Adjacent to TNBC Primary Tumor,SRP042620,Uninvolved Breast Tissue Adjacent to TNBC Primary Tumor
SRR1313212,RNA-Seq,100,5584291200,PRJNA251383,SAMN02821062,3910673366,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559863,GSM1401798,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T14:24:00Z,1,GSM1401798,Uninvolved Breast Tissue Adjacent to TNBC Primary Tumor,SRP042620,Uninvolved Breast Tissue Adjacent to TNBC Primary Tumor
SRR1313213,RNA-Seq,100,8564785700,PRJNA251383,SAMN02821059,6040652241,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559864,GSM1401799,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T14:29:00Z,1,GSM1401799,Uninvolved Breast Tissue Adjacent to TNBC Primary Tumor,SRP042620,Uninvolved Breast Tissue Adjacent to TNBC Primary Tumor
SRR1313214,RNA-Seq,100,9352331200,PRJNA251383,SAMN02821050,6588664105,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559865,GSM1401800,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T14:40:00Z,1,GSM1401800,Uninvolved Breast Tissue Adjacent to TNBC Primary Tumor,SRP042620,Uninvolved Breast Tissue Adjacent to TNBC Primary Tumor
SRR1313215,RNA-Seq,100,7471475100,PRJNA251383,SAMN02821012,5026008244,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559866,GSM1401801,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T14:32:00Z,1,GSM1401801,Uninvolved Breast Tissue Adjacent to TNBC Primary Tumor,SRP042620,Uninvolved Breast Tissue Adjacent to TNBC Primary Tumor
SRR1313216,RNA-Seq,100,5890491900,PRJNA251383,SAMN02821021,3908866700,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559867,GSM1401802,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T14:27:00Z,1,GSM1401802,Uninvolved Breast Tissue Adjacent to TNBC Primary Tumor,SRP042620,Uninvolved Breast Tissue Adjacent to TNBC Primary Tumor
SRR1313217,RNA-Seq,100,6427566200,PRJNA251383,SAMN02821002,4323682312,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559868,GSM1401803,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T14:29:00Z,1,GSM1401803,Uninvolved Breast Tissue Adjacent to TNBC Primary Tumor,SRP042620,Uninvolved Breast Tissue Adjacent to TNBC Primary Tumor
SRR1313218,RNA-Seq,100,7147487200,PRJNA251383,SAMN02821024,4834871931,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559869,GSM1401804,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T14:30:00Z,1,GSM1401804,Uninvolved Breast Tissue Adjacent to TNBC Primary Tumor,SRP042620,Uninvolved Breast Tissue Adjacent to TNBC Primary Tumor
SRR1313219,RNA-Seq,100,6847754900,PRJNA251383,SAMN02821000,4698464633,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559870,GSM1401805,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T14:33:00Z,1,GSM1401805,Uninvolved Breast Tissue Adjacent to TNBC Primary Tumor,SRP042620,Uninvolved Breast Tissue Adjacent to TNBC Primary Tumor
SRR1313220,RNA-Seq,100,7857881600,PRJNA251383,SAMN02821022,5609169347,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559871,GSM1401806,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T14:34:00Z,1,GSM1401806,Uninvolved Breast Tissue Adjacent to TNBC Primary Tumor,SRP042620,Uninvolved Breast Tissue Adjacent to TNBC Primary Tumor
SRR1313221,RNA-Seq,100,7307454900,PRJNA251383,SAMN02821008,5193045453,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559872,GSM1401807,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T14:46:00Z,1,GSM1401807,Uninvolved Breast Tissue Adjacent to TNBC Primary Tumor,SRP042620,Uninvolved Breast Tissue Adjacent to TNBC Primary Tumor
SRR1313222,RNA-Seq,100,6219134300,PRJNA251383,SAMN02821023,4251223431,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559873,GSM1401808,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T15:04:00Z,1,GSM1401808,Uninvolved Breast Tissue Adjacent to TNBC Primary Tumor,SRP042620,Uninvolved Breast Tissue Adjacent to TNBC Primary Tumor
SRR1313223,RNA-Seq,100,5347341700,PRJNA251383,SAMN02821025,3723362069,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559874,GSM1401809,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T14:43:00Z,1,GSM1401809,Uninvolved Breast Tissue Adjacent to TNBC Primary Tumor,SRP042620,Uninvolved Breast Tissue Adjacent to TNBC Primary Tumor
SRR1313224,RNA-Seq,100,8807746700,PRJNA251383,SAMN02821018,6154112176,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559875,GSM1401810,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T14:44:00Z,1,GSM1401810,Uninvolved Breast Tissue Adjacent to TNBC Primary Tumor,SRP042620,Uninvolved Breast Tissue Adjacent to TNBC Primary Tumor
SRR1313225,RNA-Seq,100,5217123800,PRJNA251383,SAMN02821010,3622752196,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559876,GSM1401811,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T14:37:00Z,1,GSM1401811,Uninvolved Breast Tissue Adjacent to TNBC Primary Tumor,SRP042620,Uninvolved Breast Tissue Adjacent to TNBC Primary Tumor
SRR1313226,RNA-Seq,100,6392362100,PRJNA251383,SAMN02821026,4337332832,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559877,GSM1401812,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T14:43:00Z,1,GSM1401812,Uninvolved Breast Tissue Adjacent to TNBC Primary Tumor,SRP042620,Uninvolved Breast Tissue Adjacent to TNBC Primary Tumor
SRR1313227,RNA-Seq,100,9403021000,PRJNA251383,SAMN02821027,6444567607,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559878,GSM1401813,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T14:54:00Z,1,GSM1401813,Uninvolved Breast Tissue Adjacent to TNBC Primary Tumor,SRP042620,Uninvolved Breast Tissue Adjacent to TNBC Primary Tumor
SRR1313228,RNA-Seq,100,8823059500,PRJNA251383,SAMN02821028,6214173348,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559879,GSM1401814,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T14:50:00Z,1,GSM1401814,Uninvolved Breast Tissue Adjacent to TNBC Primary Tumor,SRP042620,Uninvolved Breast Tissue Adjacent to TNBC Primary Tumor
SRR1313229,RNA-Seq,100,6650834000,PRJNA251383,SAMN02821030,4648973870,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX559880,GSM1401815,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2014-06-12T00:00:00Z,2014-06-02T14:45:00Z,1,GSM1401815,Uninvolved Breast Tissue Adjacent to TNBC Primary Tumor,SRP042620,Uninvolved Breast Tissue Adjacent to TNBC Primary Tumor
